	gamma_T0vT12	gamma_T0vT12	gamma_T0vT12	gamma_T0vT12	gamma_T0vT18	gamma_T0vT18	gamma_T0vT18	gamma_T0vT18
pseudo_4872	0.015349107	0.032662869	0.040094685		0.007082304	0.096376646	0.054681877	
pseudo_4873	0.199739378	0.015633369	0.117848652		0.046730167	0.124890914	0.004886442	
pseudo_4874	0.012473103	1.177815269	0.462574172		0.33392479	0.177337055	0.296935961	
pseudo_4875	0.031079883	0.211782007	0.135933337		0.538156086	1.916672333	1.49724011	
pseudo_4876	0.099162398	1.34850586	0.428765436		0.158769851	0.47947927	0.199516902	
pseudo_4877	2.926096308	0.437315295	0.785139483		5.152510318	0.925745378	3.156409656	
pseudo_4878	0.370727543	0.010975123	0.122232328		0.297941738	1.060380541	0.803830277	
pseudo_4879	0.025828137	0.051717276	0.034676494		0.00414456	0.133271593	0.060603314	
pseudo_488	0.375918792	1.062588478	1.06919974		0.055972018	1.121531271	0.509492524	
pseudo_4880	2.423478739	1.246264289	2.437922252		0.62355426	0.468241918	0.692149121	
pseudo_4881	0.06964575	0.135405007	0.080030987		0.645760959	0.142490629	0.106847753	
pseudo_4882	0.114469983	0.016350292	0.100359484		0.059753894	0.022315605	0.003777931	
pseudo_4883	0.002568012	0.137824621	0.062621112		0.967206246	0.00695406	0.168238421	
pseudo_4884	0.128634111	0.104113642	0.185374333		0.009364434	0.345639061	0.110715707	
pseudo_4885	2.015845224	0.23987142	1.499453134		0.593127303	0.181165878	0.266060364	
pseudo_4886	0.278277809	0.557336565	0.715809281		0.89015316	0.197815023	0.529480621	
pseudo_4887	0.070489538	0.067519819	0.015124204		0.033803862	0.143665737	0.072412369	
pseudo_4888	0.134454115	0.047866288	0.01128776		0.252254449	0.073716707	0.101822345	
pseudo_4889	0.291074859	0.032570826	0.060308527		0.052181084	0.361153438	0.128948394	
pseudo_489	1.017916263	0.014828325	0.145356181		0.653899698	0.093096232	0.001378111	
pseudo_4890	2.637843858	2.001429166	2.952012411		0.628662925	1.320576028	1.10804333	
pseudo_4891	0.09014971	1.116988919	0.087384365		0.015432648	0.479197785	0.123120622	
pseudo_4892	0.005370504	0.000864088	0.000788228		0.011954884	0.052100941	0.020095817	
pseudo_4893	0.000609506	0.002866228	0.018587775		0.002165885	0.136597886	0.076857003	
pseudo_4894	0.708161341	1.085823853	1.55594805		2.086513895	2.69867753	3.17801974	
pseudo_4895	0.009298249	0.051516098	0.021293011		0.039281762	0.024083796	0.050785327	
pseudo_4896	0.19590241	0.974297911	0.569842504		0.408352228	0.740149529	0.729414473	
pseudo_4897	0.122627042	0.226577964	0.250864318		0.014721829	0.670925694	0.146150882	
pseudo_4898	2.084398606	0.431291692	0.60197073		0.053069612	0.182935903	0.213573697	
pseudo_4899	2.551240166	2.283124512	2.576411816		0.098073443	1.025745302	0.518517996	
pseudo_49	1.44676453	0.20918252	1.319173146		1.810713902	1.094012459	2.349957372	
pseudo_490	0.066431651	0.514743382	0.017842583		0.010155518	0.448485548	0.107457554	
pseudo_4900	0.251924627	0.012024115	0.118792013		0.84679584	1.2656863	1.674845205	
pseudo_4901	0.273226045	0.039982533	0.102644415		0.060491968	0.017666203	0.025713942	
pseudo_4902	0.221299051	0.329791699	0.368577681		0.005680711	0.373112743	0.026829885	
pseudo_4903	0.045549188	0.089543197	0.024472838		0.061710865	0.043705299	0.060267509	
pseudo_4904	0.025271445	0.06654591	0.191348722		0.105747132	0.004710423	0.051978979	
pseudo_4905	0.099743855	0.386983179	0.066182014		0.31202622	0.050190821	0.018613731	
pseudo_4906	2.224799867	0.397500564	1.763417951		0.65660683	0.180979658	0.24098641	
pseudo_4907	0.022635814	0.032157878	0.008721267		0.005507631	0.053426907	0.002558454	
pseudo_4908	0.059826993	0.028467111	0.083516199		0.099367461	0.108002931	0.020665979	
pseudo_4909	0.567843673	0.171261595	0.356978832		0.578118717	1.968271585	1.342474328	
pseudo_491	0.354605475	0.395840445	0.381236368		0.091387522	3.800384927	1.491377124	
pseudo_4910	0.022854323	0.001102289	0.00501354		0.090344695	0.050378368	0.002879727	
pseudo_4911	0.120420994	0.036562961	0.018826362		0.480048662	0.016073701	0.201064935	
pseudo_4912	0.502239398	0.071547097	0.309760917		1.841821203	0.584806608	1.445086138	
pseudo_4913	2.098974875	2.016259511	2.869207656		0.705372142	0.877525115	0.987825694	
pseudo_4914	0.136681312	0.356270644	0.21319398		0.453844454	0.563229359	0.512091124	
pseudo_4915	0.051680722	0.129421151	0.014349525		0.02062079	0.035273289	0.001496708	
pseudo_4916	0.35171534	1.004333371	0.936582106		1.438729543	2.230463619	2.206429801	
pseudo_4917	0.007302314	2.124162698	0.790319599		0.32588458	0.906848958	0.863495705	
pseudo_4918	0.094339037	0.085805919	0.079172262		0.061973108	0.135855913	0.100554592	
pseudo_4919	4.095210779	0.056385071	2.004017301		2.29002129	0.005430357	0.634015664	
pseudo_492	0.079170142	0.004295927	0.036928196		0.007178133	0.035551082	0.107939872	
pseudo_4920	0.013104752	0.068148878	0.034767691		0.023959909	0.177288692	0.063558391	
pseudo_4921	0.892162879	0.003146173	0.309658481		1.949188527	0.097607701	0.732301306	
pseudo_4922	0.192334432	0.135770737	0.03130757		0.365304321	0.107898392	0.508836466	
pseudo_4923	3.603135895	0.4155239	3.270462876		0.189459501	0.433879371	0.127410351	
pseudo_4924	0.740687967	2.404487481	0.053112827		0.034318464	1.742828317	0.189375189	
pseudo_4925	0.015652699	0.017172861	0.030717019		0.018722327	0.274305019	0.019776741	
pseudo_4926	0.905145975	0.140094282	0.803253501		0.031675432	0.852555634	0.348081847	
pseudo_4927	0.030364816	0.260571351	0.027775971		0.035985293	0.056883496	0.02586723	
pseudo_4928	0.076263806	0.010091379	0.154715607		0.002180859	0.145667213	0.034578998	
pseudo_4929	0.230145765	1.131578675	0.965358009		0.938382585	1.283567783	1.300176427	
pseudo_493	0.524515118	0.204564214	0.446736775		0.513374332	0.072891884	0.291095577	
pseudo_4930	0.394084705	0.450031886	0.452744234		0.168956161	1.05752005	0.649519808	
pseudo_4931	0.136016961	1.296790691	0.417211208		0.073542953	0.336258794	0.253447113	
pseudo_4932	2.7024919	1.8129743	2.867629079		2.440170178	1.821022502	2.423506155	
pseudo_4933	0.054090551	0.042967363	0.045292172		0.107285195	0.003522961	0.040390382	
pseudo_4934	0.45448741	0.080605485	0.077264802		0.551729745	0.008113383	0.116814542	
pseudo_4935	0.052757941	0.111933797	0.057955969		0.059162986	0.006056583	0.033013711	
pseudo_4936	0.069157566	0.017319658	0.061907793		0.407168729	0.0800193	0.009418565	
pseudo_4937	1.967377596	0.006466474	0.788798099		1.738084441	0.511040368	1.780864199	
pseudo_4938	0.419605965	0.543589668	0.474090156		1.171846538	0.711602449	0.752762416	
pseudo_4939	0.018048544	0.640630385	0.153119845		0.047748784	0.729511321	0.144967067	
pseudo_494	0.02927262	0.143461511	0.062973852		0.010205214	0.043277128	0.026606558	
pseudo_4940	0.371939324	1.306141278	0.44216033		0.833866168	0.339073409	0.480732234	
pseudo_4941	0.187537128	0.026115427	0.047864319		0.301123037	0.00640846	0.090745575	
pseudo_4942	0.004076874	0.08000589	0.048164351		0.005051479	0.120036549	0.055446559	
pseudo_4943	0.024677281	0.092866303	0.006889741		0.20325404	0.09259109	0.016343599	
pseudo_4944	0.516647329	0.069346418	0.258975893		0.401967312	0.208372053	0.034197022	
pseudo_4945	0.74015387	0.091650053	0.290802607		1.068247072	0.01316473	0.239361379	
pseudo_4946	0.150022052	0.668637404	0.160157555		1.588856999	2.945471501	2.730233954	
pseudo_4947	0.181369973	0.608736589	0.135062488		0.125734278	0.251166273	0.109132925	
pseudo_4948	0.168765174	0.271388178	0.708225129		0.927590986	0.040737	0.848487391	
pseudo_4949	0.011005601	2.235670346	0.668526263		0.103701933	0.325108754	0.010603317	
pseudo_495	0.409975269	0.308376307	0.131970552		0.386209696	0.034960202	0.099551978	
pseudo_4950	0.104901986	0.040038021	0.142551593		0.118682014	0.158624958	0.434324748	
pseudo_4951	0.125715729	0.035282878	0.065353025		0.241163567	6.16E-05	0.066195825	
pseudo_4952	0.088049642	0.049600382	0.122533393		0.076095223	0.044555731	0.081370855	
pseudo_4953	2.648542252	3.338230844	3.6670019		5.290731202	6.297745178	6.464664213	
pseudo_4954	0.19883271	0.072934352	0.344652625		0.032318807	0.10286233	0.082083908	
pseudo_4955	0.846736523	2.190852966	1.867416501		0.842848791	0.429902973	0.73020824	
pseudo_4956	0.108032507	0.954804809	0.743708518		0.331622238	0.357160464	0.318027536	
pseudo_4957	0.08399747	0.0070164	0.112806433		0.530471865	0.00084432	0.092227437	
pseudo_4958	0.056727875	0.122572001	0.039239769		0.76891693	0.079691428	0.001873817	
pseudo_4959	0.540992166	0.015594433	0.138319793		0.587329275	0.065442755	0.195901641	
pseudo_496	0.019903566	0.013796842	0.036815635		0.093923697	0.423743089	0.28355995	
pseudo_4960	0.480994196	0.78340247	0.739034329		1.296411601	0.333778828	0.748617384	
pseudo_4961	0.675124184	0.016920071	0.202154532		0.739137605	0.070520118	0.24593137	
pseudo_4962	0.013166369	0.171370294	0.056528018		0.025507767	0.002229528	0.00460556	
pseudo_4963	0.238082646	0.076560361	0.093598245		0.014791783	0.002467138	0.010131071	
pseudo_4964	0.454826963	0.052550971	0.030983747		0.007724915	0.201212821	0.00393842	
pseudo_4965	0.000930177	0.183772418	0.065635069		0.288067233	0.432262296	0.005014485	
pseudo_4966	0.355781411	0.023084211	0.03483207		0.152012174	0.014983768	0.153136125	
pseudo_4967	1.405982724	0.129720177	0.051898404		0.46432402	0.395194188	0.008695228	
pseudo_4968	0.788624936	0.016013259	0.65981124		0.102548518	0.009761001	0.044639719	
pseudo_4969	0.190871777	0.895471491	0.688369974		0.78972576	0.418717875	0.422956378	
pseudo_497	0.969825343	3.416122163	2.80086507		2.227370803	3.205577549	3.290780445	
pseudo_4970	0.037028525	1.128417414	0.37100546		0.003706949	0.021308559	0.041160517	
pseudo_4971	0.065761604	0.096643368	0.103121116		0.131490509	0.032155843	0.084304935	
pseudo_4972	0.063156962	0.111172025	0.099535349		0.457561218	0.214379105	0.470475136	
pseudo_4973	0.123153857	0.041220669	0.048983043		0.095939011	0.001704363	0.006466904	
pseudo_4974	0.376817926	0.089007433	0.372196156		0.796412673	0.614522039	1.092136941	
pseudo_4975	0.032275564	0.311508861	0.036168654		0.371130197	0.007590741	0.136068965	
pseudo_4976	3.635980496	0.052071201	1.952946495		0.573525151	0.006638013	0.1048605	
pseudo_4977	0.050516166	0.072481821	0.001479605		0.001612118	0.084069737	0.082462911	
pseudo_4978	0.019641753	0.275598727	0.10459992		0.13788706	0.061028667	0.226686636	
pseudo_4979	0.120014022	0.231176584	0.178929155		0.049508614	0.1119306	0.085504213	
pseudo_498	1.150009723	0.537621688	1.143038089		0.040098024	1.055651949	0.409323891	
pseudo_4980	0.236820949	0.051696828	0.092210684		0.003957132	0.06331087	0.038919074	
pseudo_4981	0.085925086	0.007883545	0.045952189		0.171798532	0.019899902	0.080940254	
pseudo_4982	0.428017249	0.145430067	0.610860179		0.666656219	0.2810054	0.406135409	
pseudo_4983	0.263313151	0.122455413	0.167726472		0.078612216	0.045103952	0.07843566	
pseudo_4984	2.326147594	2.391638419	4.452848649		0.541382197	0.244924261	0.136031623	
pseudo_4985	0.829724054	0.015729791	0.11609258		0.028006919	0.162903293	0.241424821	
pseudo_4986	0.013326909	0.024826372	0.061925311		0.148296592	0.057303327	0.000276746	
pseudo_4987	0.064610795	1.279715381	0.313767582		0.017415192	0.070137525	0.001026824	
pseudo_4988	3.988055219	0.04344093	1.566207112		3.425866625	0.76800682	2.401445223	
pseudo_4989	0.140019983	0.081824381	0.046877636		0.118389316	0.255690132	0.297366842	
pseudo_499	0.008816755	0.021151452	0.007099055		0.038471754	0.356138805	0.186068357	
pseudo_4990	0.025920027	0.032302282	0.003700544		0.012180427	0.014544139	0.006573634	
pseudo_4991	0.048785234	0.009839447	0.039511504		0.220475643	0.387419449	0.146180349	
pseudo_4992	0.008177168	0.019597784	0.050121694		0.295283856	0.062264457	0.377343197	
pseudo_4993	0.012047079	0.030187169	0.039930731		0.171333497	0.49740307	0.410764329	
pseudo_4994	0.321469115	0.924428479	0.196028186		0.92107713	0.998282623	0.085605938	
pseudo_4995	0.022046434	0.032151182	0.02136702		0.136752442	0.086211316	0.301119117	
pseudo_4996	0.013496635	0.011529669	0.146503268		0.004791389	0.072518316	0.061971295	
pseudo_4997	0.045478736	0.016855782	0.007916378		1.220491976	0.67692008	1.323209569	
pseudo_4998	0.55585508	0.010757483	0.166047388		1.899706925	0.424774048	0.843959422	
pseudo_4999	2.399390521	0.098064472	1.365438359		0.433149695	0.029765508	0.12255581	
pseudo_5	0.051156291	0.016107879	0.007891125		0.039911523	0.877087577	0.116572982	
pseudo_50	0.319017677	0.007885899	0.102837983		0.05708982	0.139044355	0.165406224	
pseudo_500	0.001797294	0.228790876	0.098302472		0.117533521	0.11609568	0.120350495	
pseudo_5000	0.642587045	0.051931777	0.254427809		0.919357445	0.024168355	0.500056399	
pseudo_5001	0.165477369	0.013852528	0.3566675		0.98050039	0.012922883	0.298351794	
pseudo_5002	2.699719255	2.729938672	3.553383113		1.079641457	5.376685083	3.541364768	
pseudo_5003	0.01220068	4.760144564	1.930607136		0.05240704	3.557347106	1.511852489	
pseudo_5004	1.345202011	1.509507101	0.160660262		0.612796924	0.032107077	0.109669587	
pseudo_5005	0.47723674	1.781317885	0.798584842		0.259772823	0.682288374	0.681093866	
pseudo_5006	0.859047619	0.839148535	1.231178699		1.239667333	0.325166709	0.872441189	
pseudo_5007	0.255680671	0.501930765	0.649471584		0.031647839	0.160177879	0.026311491	
pseudo_5008	1.043900784	2.239244848	1.949096235		0.64785346	0.205275238	0.496611402	
pseudo_5009	0.427751244	0.216473156	0.039196399		0.272265864	0.301978783	0.039852539	
pseudo_501	0.677510073	0.657401589	0.817133897		0.115593665	0.050989127	0.005571966	
pseudo_5010	0.535141436	1.122307522	1.273800716		0.851889844	2.073400841	2.019233781	
pseudo_5011	1.760469757	3.096538693	3.062417963		1.145850103	2.701126347	2.349638689	
pseudo_5012	0.645575828	0.05603343	0.143400127		0.782909628	0.042247899	0.37264035	
pseudo_5013	0.890130735	0.010895764	0.422104769		0.140127958	0.326105748	0.25230245	
pseudo_5014	0.968101522	0.129667245	0.383003838		2.203681123	0.033212513	0.420361822	
pseudo_5015	0.028724258	0.003231715	0.003519974		0.126905704	0.869953978	0.346483009	
pseudo_5016	0.063298127	0.675568428	0.343489965		0.722373747	4.231270472	2.681132876	
pseudo_5017	0.13688103	0.353190245	0.641077938		0.02390239	0.092804044	0.053133688	
pseudo_5018	0.058754556	1.05173811	0.306850791		0.02625568	1.343834428	0.409421204	
pseudo_5019	0.003771394	0.158948064	0.170479517		0.72079635	0.212207613	0.936544519	
pseudo_502	0.001214963	0.104686818	0.06781069		0.000340357	0.20278686	0.064767429	
pseudo_5020	0.019268024	0.039247614	0.000855295		0.213165662	0.130077889	0.268481571	
pseudo_5021	0.041103339	1.020490705	0.532824519		0.446151161	0.332005803	0.574095523	
pseudo_5022	0.011533387	0.498732546	0.059275371		0.093631193	0.122928036	0.004298407	
pseudo_5023	0.08349403	0.145621039	0.128578883		1.535402385	0.074125342	0.131494809	
pseudo_5024	0.021127732	0.172041342	0.068459081		0.008162004	0.790066553	0.02109322	
pseudo_5025	0.842923161	1.014358256	1.268042639		0.377006584	1.160058878	0.578951881	
pseudo_5026	0.028142897	0.021585537	0.006786376		0.025664848	0.019175196	0.015983316	
pseudo_5027	0.178737269	0.098596629	0.044468243		0.052651281	0.019334496	0.025763097	
pseudo_5028	0.431734871	1.857621315	1.816785778		0.060530127	1.589540525	0.314907804	
pseudo_5029	0.306531417	0.021110031	0.010896306		0.040366631	0.103918989	0.03659943	
pseudo_503	0.355872579	0.371967762	0.42914666		0.984395816	4.962655635	3.307410152	
pseudo_5030	0.210979306	0.088753378	0.191482926		0.024601625	0.020358354	0.005682334	
pseudo_5031	0.003298433	0.577766182	0.130489472		0.035295728	0.814861284	0.267472478	
pseudo_5032	2.286330388	0.153647555	1.186476779		1.011232617	0.359280694	0.625326349	
pseudo_5033	0.161690083	0.027468646	0.102122678		0.359174252	0.030061997	0.258065211	
pseudo_5034	0.184374138	0.000946757	0.059994629		0.088742132	0.030536967	0.10231769	
pseudo_5035	0.172439234	0.410304169	0.264822877		0.350266269	0.455524792	0.455314435	
pseudo_5036	0.020373305	0.098046569	0.023747504		0.012213587	0.140451012	0.110669482	
pseudo_5037	1.461896142	0.088653521	0.112221968		1.482509269	0.267292945	0.726967309	
pseudo_5038	0.10071555	0.131471423	0.089692003		0.13680912	0.148280061	0.11022241	
pseudo_5039	0.228310961	1.157799906	0.407743232		0.218589493	0.441764547	0.708475617	
pseudo_504	0.352674158	0.579677548	0.66776596		0.433725364	0.042860971	0.116370045	
pseudo_5040	0.832529116	0.046674124	0.709189767		0.615521779	0.034600529	0.269662708	
pseudo_5041	0.161898123	0.288660402	0.490616144		0.266767171	0.138921654	0.004680083	
pseudo_5042	0.002315864	0.538642184	0.095381885		0.048457159	0.184108845	0.090214415	
pseudo_5043	0.409686885	0.041733817	0.0122099		0.002388236	0.198684459	0.160561376	
pseudo_5044	0.083089884	0.392782003	0.009110934		0.9357526	0.007344968	0.229158991	
pseudo_5045	0.651095546	0.030657574	0.605937672		2.222813531	0.957933829	2.254227653	
pseudo_5046	0.208789788	0.027293045	0.260303269		0.050284131	0.053092632	0.068723568	
pseudo_5047	1.404649924	2.552594164	2.386302719		1.670799885	0.32603826	1.198979714	
pseudo_5048	0.795607019	0.676011141	1.045643666		0.532594975	0.672485035	0.512839048	
pseudo_5049	0.371184121	0.018727988	0.274143097		1.235402521	0.569590981	1.361510151	
pseudo_505	0.015821569	0.004105263	0.021476848		0.003576105	0.031531594	0.034541988	
pseudo_5050	0.010938991	0.086606361	0.034971175		0.230476981	0.015991434	0.049262672	
pseudo_5051	0.000216544	0.020063935	0.00128568		0.05940391	0.117913876	0.186843651	
pseudo_5052	0.000220911	0.311838635	0.094214772		0.165628237	0.078925627	0.004203313	
pseudo_5053	0.120292186	0.030079418	0.015186764		0.015685501	0.023303814	0.001655003	
pseudo_5054	0.071067698	0.50737928	0.181082343		0.003522442	0.029381441	0.021127181	
pseudo_5055	0.074337679	0.090155374	0.058435311		0.027641196	0.070623817	0.080104027	
pseudo_5056	0.064968977	0.095155769	0.076495006		1.277414424	0.306550943	0.181888325	
pseudo_5057	0.1439497	0.402278262	0.295941283		0.108141712	0.095816641	0.155147417	
pseudo_5058	0.28781858	0.04968184	0.035452602		0.013992242	0.180415988	0.129798311	
pseudo_5059	0.850163864	0.036008467	0.424840773		0.270451825	0.265646328	0.033666098	
pseudo_506	0.288919914	0.222707899	0.292894015		0.148479022	0.060072415	0.076917582	
pseudo_5060	0.07780303	0.160536194	0.037945187		0.005306254	0.34140355	0.061167434	
pseudo_5061	0.074335441	0.040409204	0.009224252		0.102340259	0.058764126	0.012509163	
pseudo_5062	0.121442924	0.616995404	0.773635555		0.023505536	0.034213905	0.057259971	
pseudo_5063	0.004729935	0.126397888	0.241311726		0.324851023	0.830580349	0.474062166	
pseudo_5064	0.011912243	0.080170078	0.012149145		0.042799971	0.125027786	0.010593924	
pseudo_5065	0.564939517	0.005773078	0.052465325		0.061929407	0.064131454	0.047943003	
pseudo_5066	0.015388044	0.028556156	0.084952901		0.101224836	0.000675774	0.023890708	
pseudo_5067	0.328618847	0.016705924	0.173165279		0.596093699	0.315539901	0.706882319	
pseudo_5068	0.29656153	0.117798671	0.138826047		0.354341519	0.057015238	0.113180734	
